orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
102194,2024-01-16,2024-01-22,Shipped,844,1273.16,Cash
102195,2024-07-26,2024-08-11,Processing,508,559.24,Credit Card
102196,2023-05-21,2023-06-08,Processing,466,1287.89,Credit Card
102197,2023-04-21,2023-04-28,Processing,778,1511.16,Cash
102198,2023-09-27,2023-10-05,Shipped,96,3241.49,Credit Card
102199,2024-12-02,2024-12-10,Shipped,602,1353.04,Credit Card
102200,2023-02-04,2023-02-15,Shipped,844,2233.16,Bank Transfer
102201,2024-01-05,2024-01-20,Cancelled,214,3373.64,Credit Card
102202,2024-12-24,2025-01-06,Shipped,946,657.1,Credit Card
102203,2025-08-11,2025-08-23,Processing,25,4852.7,PayPal
102204,2024-07-07,2024-07-21,Processing,368,2923.81,Credit Card
102205,2025-02-21,2025-02-25,Shipped,109,2876.99,Credit Card
102206,2023-07-06,2023-07-14,Processing,554,4404.81,Mobile Payment
102207,2024-08-07,2024-08-27,Processing,262,2397.45,Credit Card
102208,2025-11-18,2025-12-04,Shipped,475,1899.95,Credit Card
102209,2023-01-20,2023-02-08,Shipped,320,2283.65,Credit Card
102210,2024-04-17,2024-05-04,Processing,571,4882.23,Mobile Payment
102211,2023-08-13,2023-08-17,Shipped,635,4232.62,Credit Card
102212,2025-06-14,2025-06-26,Shipped,414,2858.55,Bank Transfer
102213,2025-12-19,2025-12-28,Shipped,986,3653.16,Credit Card
102214,2024-02-09,2024-02-22,Disputed,286,2703.96,PayPal
102215,2024-07-07,2024-07-24,Resolved,41,2523.33,Credit Card
102216,2025-12-16,2026-01-01,Shipped,443,941.52,Bank Transfer
102217,2023-01-20,2023-01-28,Shipped,171,1000.51,Bank Transfer
102218,2023-10-31,2023-11-03,Shipped,337,12.44,Credit Card
102219,2024-03-22,2024-03-25,Shipped,19,2744.98,Credit Card
102220,2024-08-20,2024-09-04,Shipped,608,560.59,Credit Card
102221,2025-11-23,2025-12-12,Shipped,797,2842.8,Credit Card
102222,2024-05-31,2024-06-06,Shipped,3,120.6,Mobile Payment
102223,2023-07-09,2023-07-24,Shipped,760,3140.74,Bank Transfer
102224,2023-10-12,2023-10-30,Shipped,468,3712.11,PayPal
102225,2025-12-25,2026-01-11,Processing,633,228.42,Credit Card
102226,2024-11-20,2024-12-02,Shipped,863,4755.02,Mobile Payment
102227,2025-05-20,2025-06-07,Disputed,398,1228.49,Credit Card
102228,2025-11-20,2025-12-01,On Hold,256,2175.64,Cash
102229,2024-05-15,2024-06-01,Shipped,99,2619.34,Credit Card
102230,2023-07-09,2023-07-29,Cancelled,711,1299.39,PayPal
102231,2024-09-24,2024-10-01,Disputed,194,3181.43,Bank Transfer
102232,2023-01-25,2023-01-30,Shipped,332,3814.38,Credit Card
102233,2025-04-21,2025-04-24,Shipped,385,4717.53,PayPal
102234,2024-05-27,2024-06-08,Shipped,721,1370.32,Credit Card
102235,2025-06-23,2025-06-30,Processing,98,297.51,Credit Card
102236,2023-02-02,2023-02-09,Processing,553,4551.7,PayPal
102237,2023-11-08,2023-11-15,On Hold,526,2236.46,Mobile Payment
102238,2024-08-14,2024-08-17,Shipped,913,1958.45,Credit Card
102239,2024-12-10,2024-12-29,Processing,509,1314.09,Credit Card
102240,2023-10-06,2023-10-23,Shipped,935,1795.76,Mobile Payment
102241,2025-04-22,2025-05-04,Shipped,953,1115.23,Mobile Payment
102242,2023-02-05,2023-02-08,Shipped,164,3100.68,Mobile Payment
102243,2023-10-13,2023-11-02,Processing,110,2747.02,PayPal
102244,2023-05-23,2023-05-31,Processing,998,1640.18,PayPal
102245,2024-08-10,2024-08-25,Shipped,33,308.86,PayPal
102246,2024-03-24,2024-03-28,Shipped,419,122.54,Credit Card
102247,2024-05-11,2024-05-30,Shipped,89,152.98,Bank Transfer
102248,2023-12-26,2024-01-04,Disputed,131,2841.15,Mobile Payment
102249,2025-05-24,2025-05-29,Shipped,129,151.68,Mobile Payment
102250,2025-12-26,2026-01-09,Shipped,754,2149.77,Bank Transfer
102251,2024-04-04,2024-04-15,Shipped,743,234.79,Cash
102252,2023-12-30,2024-01-06,Disputed,430,4937.94,Cash
102253,2024-09-06,2024-09-21,Processing,26,539.82,Credit Card
102254,2024-04-29,2024-05-02,Shipped,737,3718.89,PayPal
102255,2024-02-24,2024-03-07,Shipped,153,1301.07,Credit Card
102256,2025-05-13,2025-05-18,Shipped,420,2676.12,Credit Card
102257,2024-10-12,2024-10-18,Processing,130,4131.12,PayPal
102258,2024-01-11,2024-01-26,Shipped,4,2549.39,Bank Transfer
102259,2025-03-04,2025-03-18,Resolved,802,2003.95,Credit Card
102260,2023-09-24,2023-10-05,Disputed,980,4633.36,Cash
102261,2025-04-17,2025-05-07,Shipped,877,4222.32,Bank Transfer
102262,2024-08-23,2024-09-10,Shipped,83,3313.65,PayPal
102263,2024-03-01,2024-03-15,Shipped,423,4874.96,Credit Card
102264,2025-11-11,2025-11-23,Shipped,495,4967.14,Mobile Payment
102265,2023-09-15,2023-09-25,Shipped,279,4059.42,Credit Card
102266,2024-09-21,2024-10-07,Processing,772,1895.13,Credit Card
102267,2023-08-15,2023-08-22,Shipped,810,3187.81,Bank Transfer
102268,2024-12-30,2025-01-07,Shipped,589,3929.35,Credit Card
102269,2025-03-29,2025-04-09,Processing,659,4092.71,Bank Transfer
102270,2023-07-27,2023-08-14,Processing,560,2754.4,PayPal
102271,2025-08-07,2025-08-17,Shipped,685,2148.03,Credit Card
102272,2024-11-21,2024-12-03,Shipped,885,2515.94,Credit Card
102273,2023-05-13,2023-06-01,Shipped,601,4007.85,PayPal
102274,2025-04-09,2025-04-24,Shipped,793,96.34,Bank Transfer
102275,2023-07-26,2023-07-30,Shipped,165,4076.81,Credit Card
102276,2024-02-06,2024-02-17,Shipped,744,936.51,Cash
102277,2023-08-31,2023-09-15,Shipped,626,3721.15,PayPal
102278,2023-01-09,2023-01-19,Shipped,103,3569.08,PayPal
102279,2025-10-31,2025-11-15,Shipped,60,1017.17,Credit Card
102280,2024-02-17,2024-02-23,Shipped,564,4141.22,PayPal
102281,2023-04-12,2023-04-17,Shipped,283,167.01,Credit Card
102282,2024-09-01,2024-09-19,Processing,247,539.15,PayPal
102283,2023-07-22,2023-08-08,Processing,569,2077.63,Bank Transfer
102284,2023-08-03,2023-08-18,Processing,160,3804.0,Mobile Payment
102285,2023-04-15,2023-05-04,Shipped,596,3241.83,Bank Transfer
102286,2025-08-13,2025-09-01,Shipped,374,4606.72,PayPal
102287,2023-06-07,2023-06-16,Disputed,349,1121.17,PayPal
102288,2023-09-02,2023-09-05,Shipped,171,2792.77,PayPal
102289,2025-06-27,2025-07-16,Processing,483,692.32,Credit Card
102290,2023-04-26,2023-05-06,Shipped,969,2080.43,Credit Card
102291,2025-11-14,2025-11-20,Processing,482,4879.86,Credit Card
102292,2024-02-20,2024-03-06,Shipped,503,3875.6,PayPal
102293,2025-09-20,2025-10-03,Processing,42,2239.81,Credit Card
102294,2023-08-06,2023-08-09,Shipped,294,2737.41,PayPal
102295,2025-01-20,2025-02-03,Shipped,994,2505.0,Credit Card
102296,2024-06-10,2024-06-22,Shipped,787,679.09,Cash
102297,2024-01-17,2024-01-25,Disputed,125,1956.56,Credit Card
102298,2025-02-26,2025-03-13,Shipped,868,2282.19,Credit Card
102299,2025-08-24,2025-08-27,Shipped,454,3412.79,Credit Card
102300,2025-06-13,2025-06-19,Shipped,871,4912.8,Mobile Payment
102301,2023-10-18,2023-10-23,Shipped,754,581.62,Credit Card
102302,2024-09-02,2024-09-09,Shipped,5,2404.31,Credit Card
102303,2024-02-09,2024-02-23,Shipped,964,4775.18,PayPal
102304,2024-06-12,2024-06-20,Shipped,217,3515.57,PayPal
102305,2024-03-30,2024-04-06,Shipped,876,1467.71,Credit Card
102306,2023-02-18,2023-02-21,Shipped,110,3694.26,PayPal
102307,2023-06-02,2023-06-05,Shipped,235,239.02,Credit Card
102308,2023-05-26,2023-06-10,Shipped,374,3819.44,Bank Transfer
102309,2025-03-05,2025-03-17,Shipped,814,1229.11,PayPal
102310,2024-11-06,2024-11-16,Shipped,93,471.89,Credit Card
102311,2023-08-31,2023-09-11,Resolved,431,1301.59,Mobile Payment
102312,2025-10-01,2025-10-20,Processing,600,3937.25,Cash
102313,2023-09-08,2023-09-21,Shipped,566,1688.12,Bank Transfer
102314,2023-08-16,2023-08-23,Shipped,79,4529.64,Mobile Payment
102315,2024-11-05,2024-11-11,Shipped,607,1863.72,PayPal
102316,2025-11-03,2025-11-09,Shipped,266,778.05,Cash
102317,2023-04-04,2023-04-21,Shipped,752,1919.85,Credit Card
102318,2024-08-22,2024-09-07,Processing,863,4953.92,Bank Transfer
102319,2025-05-15,2025-06-01,Shipped,38,1793.72,Credit Card
102320,2023-02-25,2023-03-14,Shipped,847,2502.7,Credit Card
102321,2025-02-25,2025-03-08,Processing,493,2660.14,PayPal
102322,2024-04-15,2024-05-03,On Hold,63,1086.48,Credit Card
102323,2024-09-20,2024-09-30,Shipped,795,932.63,Credit Card
102324,2023-05-30,2023-06-11,Shipped,333,3529.86,PayPal
102325,2025-02-24,2025-02-28,Shipped,177,1664.99,Bank Transfer
102326,2025-03-18,2025-04-06,Shipped,152,4468.05,Credit Card
102327,2025-11-23,2025-12-05,Disputed,460,2086.01,Credit Card
102328,2023-01-22,2023-02-08,On Hold,387,3417.55,Credit Card
102329,2023-05-19,2023-05-28,Resolved,214,3634.51,Mobile Payment
102330,2025-04-01,2025-04-19,Shipped,142,1793.88,Credit Card
102331,2025-12-19,2026-01-04,Processing,856,2378.54,Credit Card
102332,2023-03-03,2023-03-14,Shipped,959,2618.96,Credit Card
102333,2024-04-23,2024-05-01,Shipped,343,3901.96,Bank Transfer
102334,2024-06-15,2024-06-18,Shipped,27,3438.08,Mobile Payment
102335,2023-10-24,2023-11-11,Shipped,429,3712.31,Mobile Payment
102336,2024-11-01,2024-11-18,Shipped,264,3883.68,Credit Card
102337,2024-10-20,2024-11-05,Shipped,755,2371.08,PayPal
102338,2025-08-06,2025-08-24,Processing,353,1277.18,Credit Card
102339,2023-06-07,2023-06-10,Shipped,801,2637.21,Credit Card
102340,2024-01-06,2024-01-24,Shipped,413,3749.15,Credit Card
102341,2024-02-27,2024-03-06,Shipped,181,881.33,PayPal
102342,2025-09-14,2025-09-20,Shipped,77,4180.4,Bank Transfer
102343,2025-09-30,2025-10-16,Cancelled,992,2461.64,Credit Card
102344,2023-04-28,2023-05-10,Shipped,905,2718.26,Credit Card
102345,2024-07-03,2024-07-23,Shipped,567,1167.28,Credit Card
102346,2023-08-01,2023-08-17,Disputed,9,1040.62,Cash
102347,2024-01-02,2024-01-10,Shipped,185,3735.65,Mobile Payment
102348,2023-01-29,2023-02-04,Disputed,912,1334.37,PayPal
102349,2024-07-04,2024-07-22,Processing,63,2114.4,Credit Card
102350,2023-05-27,2023-06-13,Shipped,909,3798.57,Mobile Payment
102351,2023-06-14,2023-06-29,Resolved,457,4436.03,Credit Card
102352,2024-12-02,2024-12-05,Resolved,299,2918.6,Credit Card
102353,2025-04-26,2025-05-13,Shipped,939,1401.92,PayPal
102354,2023-08-20,2023-09-06,Shipped,286,3913.69,Credit Card
102355,2024-05-09,2024-05-29,Shipped,228,4789.72,Credit Card
102356,2025-03-25,2025-04-07,Shipped,161,4405.48,PayPal
102357,2024-10-27,2024-11-02,On Hold,225,3692.11,Credit Card
102358,2025-08-04,2025-08-12,Disputed,506,905.01,Cash
102359,2023-11-24,2023-11-30,Processing,228,1743.57,Credit Card
102360,2025-05-29,2025-06-02,Shipped,441,3594.04,Credit Card
102361,2024-11-09,2024-11-17,Shipped,171,2767.06,Credit Card
102362,2024-02-25,2024-03-14,Shipped,767,3134.88,Credit Card
102363,2025-07-16,2025-07-19,Shipped,560,2177.07,Bank Transfer
102364,2025-05-07,2025-05-25,Disputed,772,2066.85,Cash
102365,2023-12-14,2023-12-18,Shipped,682,3575.77,Credit Card
102366,2023-12-18,2023-12-22,Shipped,791,393.38,Credit Card
102367,2024-09-04,2024-09-14,Cancelled,287,1298.95,PayPal
102368,2023-03-12,2023-03-22,Shipped,161,1745.74,Credit Card
102369,2024-02-27,2024-03-06,Shipped,172,1227.17,Credit Card
102370,2023-11-12,2023-11-26,Resolved,825,1660.27,Cash
102371,2023-05-02,2023-05-08,Cancelled,747,1135.08,Credit Card
102372,2024-11-03,2024-11-07,Shipped,415,2906.57,Bank Transfer
102373,2024-08-06,2024-08-15,Cancelled,774,3879.95,Credit Card
102374,2023-11-29,2023-12-11,Processing,404,4596.09,PayPal
102375,2023-09-28,2023-10-01,Processing,28,1737.36,Bank Transfer
102376,2024-04-17,2024-04-23,Shipped,990,3944.36,Bank Transfer
102377,2023-07-05,2023-07-13,Processing,59,2224.43,Credit Card
102378,2025-03-15,2025-03-28,Resolved,627,3007.71,Credit Card
102379,2023-04-26,2023-05-02,Shipped,991,2484.58,Credit Card
102380,2025-09-12,2025-09-29,Shipped,381,1392.89,Credit Card
102381,2023-01-31,2023-02-15,Shipped,794,4335.49,PayPal
102382,2024-02-21,2024-03-09,Shipped,816,493.46,Credit Card
102383,2025-03-21,2025-04-07,Shipped,235,503.87,Credit Card
102384,2025-03-31,2025-04-07,Resolved,876,4754.2,Credit Card
102385,2023-11-06,2023-11-25,Cancelled,409,1263.11,Credit Card
102386,2023-10-18,2023-10-21,Processing,436,606.73,Bank Transfer
102387,2024-04-13,2024-04-16,Shipped,608,795.9,Bank Transfer
102388,2025-12-27,2026-01-07,Shipped,141,1356.06,Credit Card
102389,2023-08-05,2023-08-10,Shipped,236,4301.0,Credit Card
102390,2024-10-12,2024-10-18,Shipped,738,3860.61,Credit Card
102391,2023-08-04,2023-08-16,Shipped,862,251.6,Cash
102392,2025-09-20,2025-10-07,Cancelled,268,2333.36,Mobile Payment
102393,2025-02-05,2025-02-16,Processing,158,4853.89,PayPal
102394,2024-04-28,2024-05-09,Cancelled,692,1610.07,Mobile Payment
102395,2023-08-13,2023-08-21,Processing,993,42.08,Bank Transfer
102396,2025-09-16,2025-10-04,Shipped,505,3172.07,Bank Transfer
102397,2024-02-11,2024-02-20,Processing,776,854.93,PayPal
102398,2025-05-30,2025-06-13,Shipped,894,3089.47,Credit Card
102399,2024-11-27,2024-12-14,Processing,682,1452.73,Credit Card
102400,2023-04-28,2023-05-17,Shipped,516,3929.12,Credit Card
102401,2025-12-15,2026-01-03,Shipped,757,2709.72,Mobile Payment
102402,2024-10-18,2024-11-03,Processing,490,679.2,Bank Transfer
102403,2023-02-06,2023-02-25,Shipped,494,631.02,PayPal
102404,2023-12-11,2023-12-25,Shipped,222,4312.01,PayPal
102405,2024-10-15,2024-10-29,Shipped,600,1961.99,PayPal
102406,2023-12-20,2023-12-28,Processing,9,3776.14,PayPal
102407,2024-12-23,2025-01-07,Shipped,905,4944.34,Credit Card
102408,2025-04-22,2025-05-01,Shipped,258,4404.66,PayPal
102409,2023-07-05,2023-07-13,Processing,252,4610.68,Credit Card
102410,2023-12-25,2023-12-28,Processing,621,3512.32,Credit Card
102411,2023-12-15,2024-01-01,Shipped,420,1995.52,Credit Card
102412,2024-12-02,2024-12-06,Disputed,370,2154.39,Credit Card
102413,2025-09-04,2025-09-16,Cancelled,20,3587.3,PayPal
102414,2023-04-13,2023-04-18,Shipped,252,1856.82,Credit Card
102415,2023-12-30,2024-01-06,Shipped,857,2321.08,Credit Card
102416,2024-03-31,2024-04-15,Processing,712,238.65,Mobile Payment
102417,2025-12-19,2025-12-26,Shipped,675,191.17,Credit Card
102418,2025-03-30,2025-04-05,Resolved,767,2092.84,Bank Transfer
102419,2025-08-28,2025-09-13,Processing,401,1410.49,Bank Transfer
102420,2024-12-25,2024-12-28,Shipped,334,1145.2,Credit Card
102421,2024-07-09,2024-07-25,Shipped,846,2130.93,Credit Card
102422,2024-04-01,2024-04-07,Shipped,889,4430.86,Bank Transfer
102423,2023-08-23,2023-08-26,Cancelled,812,3088.0,Credit Card
102424,2023-07-10,2023-07-26,Shipped,962,1004.25,Credit Card
102425,2024-12-15,2024-12-26,Processing,295,585.94,Bank Transfer
102426,2025-07-30,2025-08-07,Shipped,675,4474.32,PayPal
102427,2025-09-03,2025-09-19,Processing,771,163.07,Cash
102428,2024-03-02,2024-03-13,Cancelled,185,3120.26,Credit Card
102429,2024-07-22,2024-08-07,Processing,485,1642.33,Credit Card
102430,2025-11-13,2025-12-03,Shipped,89,4180.29,Credit Card
102431,2024-01-22,2024-01-30,Shipped,188,210.68,Credit Card
102432,2024-03-24,2024-04-10,Shipped,791,1340.26,Bank Transfer
102433,2023-12-11,2023-12-21,Shipped,439,3905.62,Bank Transfer
102434,2025-10-23,2025-11-07,Shipped,460,2853.51,Mobile Payment
102435,2023-12-05,2023-12-19,Processing,792,2682.65,Bank Transfer
102436,2025-02-14,2025-02-21,Shipped,582,212.1,PayPal
102437,2023-12-21,2023-12-30,Shipped,752,3531.96,Credit Card
102438,2023-01-25,2023-01-28,Shipped,233,2506.79,Credit Card
102439,2024-10-02,2024-10-20,Processing,275,876.03,Credit Card
102440,2024-07-24,2024-08-03,Shipped,605,3019.01,Bank Transfer
102441,2023-03-08,2023-03-18,Shipped,80,1312.94,Credit Card
102442,2024-09-16,2024-10-04,Processing,651,2055.77,Credit Card
102443,2024-03-30,2024-04-16,Shipped,929,2615.14,Credit Card
102444,2025-07-25,2025-07-29,Shipped,385,416.36,Bank Transfer
102445,2024-12-20,2025-01-05,Shipped,425,4246.15,Credit Card
102446,2025-03-05,2025-03-15,Shipped,947,4046.63,Mobile Payment
102447,2023-05-18,2023-06-01,On Hold,904,3471.56,PayPal
102448,2025-11-25,2025-11-29,Resolved,153,2266.79,Mobile Payment
102449,2023-12-08,2023-12-14,Shipped,530,1543.79,Credit Card
102450,2025-07-19,2025-08-08,Shipped,298,4881.58,Credit Card
102451,2025-05-27,2025-05-31,Shipped,38,1143.33,Credit Card
102452,2024-06-30,2024-07-16,Shipped,252,1060.31,Credit Card
102453,2025-06-20,2025-06-29,Shipped,415,2357.66,Bank Transfer
102454,2023-09-04,2023-09-24,Resolved,188,3675.8,Credit Card
102455,2025-08-31,2025-09-11,Processing,630,85.64,PayPal
102456,2025-11-06,2025-11-25,Shipped,224,2514.39,Credit Card
102457,2023-04-06,2023-04-21,Shipped,211,2865.34,Credit Card
102458,2023-12-13,2024-01-01,On Hold,890,4239.85,Bank Transfer
102459,2025-03-29,2025-04-01,Processing,323,3995.11,PayPal
102460,2023-02-14,2023-02-26,Shipped,143,4143.04,PayPal
102461,2023-05-01,2023-05-12,Cancelled,575,2115.82,Bank Transfer
102462,2023-06-09,2023-06-29,Processing,700,3617.83,Credit Card
102463,2025-03-11,2025-03-20,Shipped,63,3813.87,Credit Card
102464,2023-11-30,2023-12-03,Shipped,967,4048.87,PayPal
102465,2025-11-08,2025-11-13,On Hold,581,4082.92,Mobile Payment
102466,2025-10-01,2025-10-07,Shipped,429,3513.63,Mobile Payment
102467,2024-02-22,2024-03-03,Shipped,469,3689.0,Mobile Payment
102468,2025-12-29,2026-01-14,Processing,316,3055.68,Credit Card
102469,2024-08-20,2024-08-28,Shipped,736,3478.8,PayPal
102470,2024-04-25,2024-04-30,On Hold,244,4788.42,Credit Card
102471,2023-02-09,2023-02-15,Shipped,794,2830.08,Mobile Payment
102472,2025-07-09,2025-07-12,Disputed,614,902.26,PayPal
102473,2025-06-18,2025-06-27,Shipped,265,4981.19,PayPal
102474,2024-07-10,2024-07-20,Shipped,525,3713.78,Credit Card
102475,2024-05-17,2024-05-21,On Hold,802,4358.47,PayPal
102476,2023-06-04,2023-06-21,Processing,115,2074.35,PayPal
102477,2023-01-12,2023-01-27,Cancelled,977,3206.26,PayPal
102478,2023-08-22,2023-09-04,Processing,541,2901.59,Bank Transfer
102479,2023-04-17,2023-04-23,Shipped,872,1266.73,Bank Transfer
102480,2023-10-18,2023-11-06,Shipped,2,1002.57,Credit Card
102481,2023-04-05,2023-04-11,Shipped,960,2997.39,Credit Card
102482,2024-09-03,2024-09-07,Shipped,50,1021.92,PayPal
102483,2023-03-06,2023-03-25,Cancelled,887,4804.89,Credit Card
102484,2023-11-23,2023-12-08,Shipped,170,3005.19,Credit Card
102485,2023-12-23,2024-01-04,Processing,863,2635.25,Bank Transfer
102486,2023-03-03,2023-03-06,Shipped,529,2540.67,PayPal
102487,2024-11-25,2024-12-03,Cancelled,479,3158.57,Credit Card
102488,2025-05-08,2025-05-28,Shipped,960,2963.72,Credit Card
102489,2025-02-27,2025-03-05,Shipped,484,2033.69,Credit Card
102490,2023-03-09,2023-03-28,Shipped,18,1204.34,Credit Card
102491,2023-04-27,2023-05-05,Disputed,432,977.12,Mobile Payment
102492,2024-06-25,2024-07-06,Shipped,334,4016.33,Credit Card
102493,2024-01-12,2024-01-23,Shipped,535,3403.93,Cash
102494,2023-01-13,2023-01-18,Shipped,754,3733.16,Bank Transfer
102495,2023-10-20,2023-11-01,Shipped,898,1872.81,Credit Card
102496,2023-02-08,2023-02-13,Resolved,160,4784.34,Credit Card
102497,2024-05-24,2024-05-27,Shipped,932,1334.97,Credit Card
102498,2023-05-01,2023-05-11,Cancelled,665,3806.42,Credit Card
102499,2024-08-24,2024-09-03,Shipped,137,4223.09,Cash
102500,2024-09-23,2024-09-27,Shipped,228,3493.51,Credit Card
102501,2025-10-23,2025-10-28,On Hold,835,2200.88,Credit Card
102502,2024-07-24,2024-07-27,Disputed,895,2003.54,Bank Transfer
102503,2025-11-10,2025-11-30,Shipped,361,4372.02,PayPal
102504,2025-10-17,2025-10-27,Shipped,284,4695.66,Credit Card
102505,2023-11-08,2023-11-17,Disputed,237,2142.3,Credit Card
102506,2025-08-07,2025-08-26,Shipped,600,373.08,Credit Card
102507,2024-09-27,2024-10-15,Disputed,876,4437.89,Mobile Payment
102508,2023-10-04,2023-10-08,Disputed,191,3026.14,Credit Card
102509,2023-12-06,2023-12-22,Shipped,132,60.34,Credit Card
102510,2023-05-29,2023-06-15,Resolved,583,2919.12,Credit Card
102511,2024-12-07,2024-12-22,Cancelled,605,4543.86,Mobile Payment
102512,2023-11-13,2023-12-03,Shipped,329,3758.72,Bank Transfer
102513,2025-03-29,2025-04-18,Shipped,728,2479.68,PayPal
102514,2025-02-01,2025-02-17,Shipped,125,1239.06,PayPal
102515,2023-04-11,2023-04-30,Resolved,827,1261.09,PayPal
102516,2024-05-20,2024-05-26,Shipped,618,2641.76,Credit Card
102517,2023-06-23,2023-06-30,Disputed,413,54.17,Credit Card
102518,2023-05-17,2023-05-29,Shipped,669,4894.55,PayPal
102519,2025-03-27,2025-04-03,Processing,742,3736.23,Credit Card
102520,2024-09-16,2024-09-26,Processing,892,1424.8,Mobile Payment
102521,2023-05-25,2023-06-03,Shipped,18,1024.61,Bank Transfer
102522,2025-10-12,2025-10-25,Shipped,651,4218.86,Credit Card
102523,2023-03-09,2023-03-29,Shipped,336,4164.95,Credit Card
102524,2023-11-24,2023-12-01,Shipped,12,1650.89,Mobile Payment
102525,2023-11-06,2023-11-10,Shipped,240,1687.48,Credit Card
102526,2025-09-19,2025-10-05,Shipped,966,4003.0,PayPal
102527,2024-06-18,2024-07-08,Resolved,411,629.89,Mobile Payment
102528,2023-03-11,2023-03-25,Shipped,135,4397.34,Credit Card
102529,2025-01-16,2025-01-26,Cancelled,3,2245.61,Credit Card
102530,2023-07-25,2023-08-13,Shipped,342,4890.96,Credit Card
102531,2024-08-17,2024-08-20,Shipped,815,4697.19,Credit Card
102532,2023-09-04,2023-09-12,Shipped,988,367.35,Credit Card
102533,2024-10-08,2024-10-23,Shipped,54,2483.52,Credit Card
102534,2023-12-14,2023-12-19,Shipped,994,1751.31,Credit Card
102535,2023-06-26,2023-07-04,Disputed,151,3476.57,Bank Transfer
102536,2023-05-26,2023-06-04,Shipped,199,1053.79,Credit Card
102537,2024-09-02,2024-09-10,Processing,873,4981.55,Credit Card
102538,2025-07-07,2025-07-19,Shipped,1,3899.75,Credit Card
102539,2023-02-22,2023-03-11,Processing,548,2082.83,Credit Card
102540,2024-04-06,2024-04-19,Disputed,946,4843.56,Credit Card
102541,2025-08-21,2025-09-06,Shipped,797,3786.49,Credit Card
102542,2025-08-23,2025-08-27,Disputed,705,2789.03,Bank Transfer
102543,2025-01-01,2025-01-06,Shipped,245,4805.26,Credit Card
102544,2024-12-11,2024-12-16,Shipped,393,966.97,Credit Card
102545,2023-05-31,2023-06-20,Processing,522,12.27,Credit Card
102546,2023-06-11,2023-06-17,Shipped,856,2262.2,Credit Card
102547,2025-03-14,2025-03-28,Shipped,683,589.28,Credit Card
102548,2025-10-04,2025-10-22,Shipped,292,61.48,Credit Card
102549,2023-01-26,2023-02-07,Shipped,320,590.56,Credit Card
102550,2023-02-07,2023-02-17,Cancelled,808,3560.66,Credit Card
102551,2023-06-16,2023-07-06,Shipped,215,2944.89,Credit Card
102552,2023-11-25,2023-11-29,Shipped,381,4577.12,PayPal
102553,2025-03-28,2025-04-08,Cancelled,711,3720.0,PayPal
102554,2025-12-29,2026-01-18,Shipped,402,1611.87,PayPal
102555,2024-11-23,2024-11-28,Disputed,392,1416.01,Credit Card
102556,2024-02-28,2024-03-08,Processing,351,3605.56,Credit Card
102557,2023-04-24,2023-05-03,Cancelled,480,1503.41,Cash
102558,2025-10-27,2025-11-15,Resolved,781,3844.27,Credit Card
102559,2023-03-29,2023-04-17,Processing,620,2794.15,Mobile Payment
102560,2023-03-29,2023-04-06,Shipped,696,3579.62,PayPal
102561,2023-07-09,2023-07-29,Processing,843,3465.31,Cash
102562,2024-07-31,2024-08-10,Shipped,205,3405.34,Mobile Payment
102563,2025-03-09,2025-03-24,Shipped,344,2687.88,PayPal
102564,2023-04-07,2023-04-20,Shipped,409,1208.64,PayPal
102565,2023-08-17,2023-09-01,Shipped,466,3994.61,PayPal
102566,2023-11-22,2023-11-29,Shipped,232,3005.1,Credit Card
102567,2023-01-15,2023-02-02,Shipped,280,1819.98,Credit Card
102568,2025-09-10,2025-09-14,Processing,696,4459.1,Bank Transfer
102569,2024-02-07,2024-02-12,Shipped,66,1449.93,Bank Transfer
102570,2024-11-25,2024-12-05,Shipped,432,4382.61,Credit Card
102571,2025-03-04,2025-03-20,Shipped,418,903.11,Credit Card
102572,2025-02-08,2025-02-11,Shipped,1000,72.98,Bank Transfer
102573,2023-05-31,2023-06-20,Shipped,133,1872.98,Bank Transfer
102574,2025-07-07,2025-07-10,Shipped,398,2587.1,Credit Card
102575,2023-04-17,2023-05-02,Shipped,406,1982.07,Credit Card
102576,2023-01-18,2023-02-01,Shipped,749,2656.85,PayPal
102577,2025-05-28,2025-06-08,Processing,639,2727.37,Credit Card
102578,2024-03-19,2024-03-23,Shipped,169,298.22,Bank Transfer
102579,2023-03-01,2023-03-08,Shipped,24,3043.51,Credit Card
102580,2024-02-14,2024-03-02,Processing,583,2340.12,PayPal
102581,2024-04-18,2024-04-24,Shipped,845,937.43,Credit Card
102582,2023-04-12,2023-05-02,Shipped,137,4315.89,Credit Card
102583,2025-10-06,2025-10-18,On Hold,264,4057.54,Mobile Payment
102584,2023-10-08,2023-10-12,Shipped,766,2786.4,PayPal
102585,2024-08-07,2024-08-20,Shipped,93,626.16,Credit Card
102586,2023-09-05,2023-09-25,Shipped,357,3148.11,PayPal
102587,2024-08-03,2024-08-15,Processing,408,4901.85,Credit Card
102588,2023-12-10,2023-12-24,Shipped,506,3084.57,Credit Card
102589,2025-04-14,2025-04-29,Shipped,993,4059.03,Credit Card
102590,2025-05-10,2025-05-17,Shipped,434,157.26,Credit Card
102591,2025-07-08,2025-07-15,Processing,924,4607.92,Credit Card
102592,2024-02-07,2024-02-21,Processing,65,1833.03,Credit Card
102593,2023-05-26,2023-06-09,Disputed,698,26.82,Credit Card
